0.92324878	0.996852836	0.952065631
0.508308601	0.478257896	0.361213383
0.779344619	0.89948123	0.803101568
0.71614961	0.284870069	0.424408044
0.411529721	0.291420712	0.20622734
0.897588865	0.156419514	0.550138168
0.912777352	0.820510257	0.836370848
0.413546015	0.703753099	0.46476709
0.053859639	0.390880514	0.131708172
0.170057088	0.927104567	0.578686686
0.567890414	0.676705056	0.525075585
0.836690569	0.35092176	0.546682086
0.912653116	0.835008247	0.844964393
0.821989852	0.535149496	0.613493063
0.321567744	0.003291365	0.089577925
0.909161474	0.73334519	0.78327132
0.045992274	0.807338809	0.457980434
0.696336332	0.778300275	0.671272427
0.402614532	0.07748905	0.141433952
0.686661397	0.980436912	0.809226871
0.721433071	0.133828076	0.392064678
0.316916721	0.28610077	0.152422395
0.618481465	0.138882234	0.307444717
0.716622344	0.037354862	0.378093163
0.759902821	0.722977547	0.675404983
0.691297574	0.286050504	0.404605469
0.633339875	0.341383888	0.379725615
0.029657185	0.770032977	0.424299036
0.300053219	0.64385988	0.371849801
0.215815986	0.413393575	0.179112854
0.387711346	0.275931922	0.185807824
0.103474446	0.3092786	0.092002922
0.309058323	0.638619014	0.371101629
0.883947446	0.95526501	0.902036016
0.908239563	0.072972483	0.550183552
0.619581572	0.678644292	0.557226047
0.516817265	0.422529842	0.335465287
0.607984597	0.107926004	0.294025684
0.26067607	0.344054329	0.155524044
0.051274434	0.947568662	0.584487483
0.51066334	0.027076746	0.211457285
0.926316279	0.558771942	0.705307827
0.348358964	0.66286783	0.405206663
0.171612805	0.760206106	0.431995663
0.53122083	0.83004517	0.617713422
0.383607422	0.511973149	0.312278195
0.732252678	0.421199904	0.490253365
0.957501442	0.231380569	0.617332573
0.249852532	0.581832599	0.306891229
0.431630112	0.982994567	0.697851703
0.551682445	0.423775513	0.359271584
0.858775929	0.066100974	0.505143292
0.63194122	0.014311917	0.305980555
0.243035713	0.615708512	0.330750745
0.80294498	0.853893687	0.786915688
0.885389931	0.975193508	0.915792912
0.046072702	0.325225768	0.093264351
0.085026889	0.738667926	0.400594748
0.142249235	0.85187029	0.507258479
0.946915131	0.342053734	0.637120591
0.282127272	0.549599899	0.294264566
0.686678737	0.197348695	0.375404173
